,location,time,life_expectancy,fertility_rate,pop_mlns
0,AUS,1960,70.9,3.5,10.275
1,AUS,1961,71.2,3.5,10.5082
2,AUS,1962,71.0,3.4,10.7005
3,AUS,1963,71.1,3.3,10.9069
4,AUS,1964,70.7,3.2,11.1216
5,AUS,1965,71.0,3.0,11.3409
6,AUS,1966,70.8,2.9,11.5995
7,AUS,1967,71.2,2.8,11.79908
8,AUS,1968,70.9,2.9,12.00863
9,AUS,1969,71.1,2.9,12.263010000000001
10,AUS,1970,70.8,2.9,12.50735
11,AUS,1971,71.6,2.9,13.067260000000001
12,AUS,1972,72.0,2.7,13.30366
13,AUS,1973,72.1,2.5,13.504539999999999
14,AUS,1974,71.9,2.3,13.722570000000001
15,AUS,1975,72.7,2.1,13.892999999999999
16,AUS,1976,72.8,2.1,14.033079999999998
17,AUS,1977,73.4,2.0,14.192229999999999
18,AUS,1978,73.7,1.9,14.35925
19,AUS,1979,74.3,1.9,14.51573
20,AUS,1980,74.6,1.9,14.69536
21,AUS,1981,74.9,1.9,14.92326
22,AUS,1982,74.7,1.9,15.18425
23,AUS,1983,75.5,1.9,15.39347
24,AUS,1984,75.8,1.8,15.57939
25,AUS,1985,75.6,1.9,15.788310000000001
26,AUS,1986,76.1,1.9,16.01835
27,AUS,1987,76.3,1.8,16.26387
28,AUS,1988,76.3,1.8,16.53216
29,AUS,1989,76.5,1.8,16.814420000000002
30,AUS,1990,77.0,1.9,17.06513
31,AUS,1991,77.4,1.8,17.28404
32,AUS,1992,77.5,1.9,17.479
33,AUS,1993,78.0,1.9,17.635
34,AUS,1994,78.0,1.8,17.805
35,AUS,1995,77.9,1.8,18.005
36,AUS,1996,78.2,1.8,18.225
37,AUS,1997,78.5,1.8,18.423
38,AUS,1998,78.7,1.8,18.608
39,AUS,1999,79.0,1.8,18.812
40,AUS,2000,79.3,1.8,19.029
41,AUS,2001,79.7,1.7,19.275
42,AUS,2002,80.0,1.8,19.495
43,AUS,2003,80.3,1.8,19.721
44,AUS,2004,80.6,1.8,19.933
45,AUS,2005,80.9,1.8,20.177
46,AUS,2006,81.1,1.9,20.451
47,AUS,2007,81.4,2.0,20.828000000000003
48,AUS,2008,81.5,2.0,21.249000000000002
49,AUS,2009,81.6,2.0,21.691999999999997
50,AUS,2010,81.8,2.0,22.031999999999996
51,AUS,2011,82.0,1.9,22.34
52,AUS,2012,82.1,1.9,22.728
53,AUS,2013,82.2,1.9,23.125999999999998
54,AUS,2014,82.4,1.8,23.491
55,AUT,1960,68.7,2.7,7.0475389999999996
56,AUT,1961,69.7,2.8,7.086297999999999
57,AUT,1962,69.4,2.8,7.1298639999999995
58,AUT,1963,69.6,2.8,7.175811
59,AUT,1964,70.0,2.8,7.223801
60,AUT,1965,69.8,2.7,7.270888
61,AUT,1966,70.2,2.7,7.322066
62,AUT,1967,70.0,2.6,7.3769979999999995
63,AUT,1968,70.2,2.6,7.415402
64,AUT,1969,69.9,2.5,7.441055
65,AUT,1970,70.0,2.3,7.467086
66,AUT,1971,70.2,2.2,7.500481
67,AUT,1972,70.6,2.1,7.544200999999999
68,AUT,1973,71.1,1.9,7.586114
69,AUT,1974,71.1,1.9,7.599038
70,AUT,1975,71.2,1.8,7.578902
71,AUT,1976,71.7,1.7,7.565525
72,AUT,1977,72.0,1.6,7.56843
73,AUT,1978,72.1,1.6,7.562303999999999
74,AUT,1979,72.4,1.6,7.549424
75,AUT,1980,72.6,1.7,7.549432
76,AUT,1981,72.9,1.7,7.56871
77,AUT,1982,73.1,1.7,7.574139
78,AUT,1983,73.1,1.6,7.561910000000001
79,AUT,1984,73.7,1.5,7.561433999999999
80,AUT,1985,73.9,1.5,7.564984
81,AUT,1986,74.4,1.4,7.569794
82,AUT,1987,74.9,1.4,7.574585000000001
83,AUT,1988,75.3,1.4,7.585317
84,AUT,1989,75.4,1.4,7.619566000000001
85,AUT,1990,75.7,1.5,7.67785
86,AUT,1991,75.7,1.5,7.75489
87,AUT,1992,75.9,1.5,7.8407089999999995
88,AUT,1993,76.2,1.5,7.905632000000001
89,AUT,1994,76.5,1.5,7.936116999999999
90,AUT,1995,76.8,1.4,7.948278
91,AUT,1996,77.0,1.4,7.959016
92,AUT,1997,77.4,1.4,7.968041
93,AUT,1998,77.8,1.4,7.976788000000001
94,AUT,1999,78.0,1.3,7.992323
95,AUT,2000,78.2,1.4,8.011566
96,AUT,2001,78.7,1.3,8.042292999999999
97,AUT,2002,78.8,1.4,8.082121
98,AUT,2003,78.7,1.4,8.118245
99,AUT,2004,79.3,1.4,8.169441
100,AUT,2005,79.4,1.4,8.225278
101,AUT,2006,80.0,1.4,8.267947999999999
102,AUT,2007,80.3,1.4,8.295189
103,AUT,2008,80.5,1.4,8.321541
104,AUT,2009,80.4,1.4,8.341483
105,AUT,2010,80.7,1.4,8.361069
106,AUT,2011,81.1,1.4,8.388534
107,AUT,2012,81.0,1.4,8.426311
108,AUT,2013,81.2,1.4,8.46857
109,BEL,1960,69.8,2.5,9.153489
110,BEL,1961,70.6,2.6,9.183947
111,BEL,1962,70.3,2.6,9.220577
112,BEL,1963,70.1,2.7,9.289769999999999
113,BEL,1964,70.9,2.7,9.378113
114,BEL,1965,70.7,2.6,9.463667
115,BEL,1966,70.8,2.5,9.527807000000001
116,BEL,1967,71.1,2.4,9.58099
117,BEL,1968,70.8,2.3,9.618755
118,BEL,1969,70.9,2.3,9.646032
119,BEL,1970,71.1,2.3,9.655549
120,BEL,1971,71.2,2.2,9.673161
121,BEL,1972,71.5,2.1,9.711114
122,BEL,1973,71.7,2.0,9.741719999999999
123,BEL,1974,72.1,1.8,9.772419000000001
124,BEL,1975,72.1,1.7,9.8007
125,BEL,1976,72.2,1.7,9.818227
126,BEL,1977,72.9,1.7,9.830357000000001
127,BEL,1978,72.8,1.7,9.839533
128,BEL,1979,73.3,1.7,9.848382
129,BEL,1980,73.3,1.7,9.859242
130,BEL,1981,73.7,1.7,9.858981
131,BEL,1982,74.0,1.6,9.856303
132,BEL,1983,74.0,1.6,9.85552
133,BEL,1984,74.5,1.5,9.855372000000001
134,BEL,1985,74.6,1.5,9.858308000000001
135,BEL,1986,74.8,1.5,9.861823
136,BEL,1987,75.5,1.5,9.870233
137,BEL,1988,75.7,1.6,9.901664
138,BEL,1989,75.7,1.6,9.937697
139,BEL,1990,76.1,1.6,9.967378
140,BEL,1991,76.3,1.7,10.004489999999999
141,BEL,1992,76.5,1.6,10.045160000000001
142,BEL,1993,76.5,1.6,10.08447
143,BEL,1994,76.8,1.5,10.1156
144,BEL,1995,77.0,1.5,10.13681
145,BEL,1996,77.3,1.6,10.15664
146,BEL,1997,77.5,1.6,10.18125
147,BEL,1998,77.6,1.6,10.20301
148,BEL,1999,77.7,1.6,10.22642
149,BEL,2000,77.8,1.6,10.25125
150,BEL,2001,78.1,1.6,10.28657
151,BEL,2002,78.2,1.6,10.33278
152,BEL,2003,78.2,1.6,10.37613
153,BEL,2004,79.0,1.7,10.42114
154,BEL,2005,79.1,1.7,10.47862
155,BEL,2006,79.5,1.8,10.54796
156,BEL,2007,79.9,1.8,10.6257
157,BEL,2008,79.8,1.9,10.70997
158,BEL,2009,80.1,1.8,10.796489999999999
159,BEL,2010,80.3,1.8,10.92027
160,BEL,2011,80.7,1.8,11.04774
161,BEL,2012,80.5,1.8,11.12825
162,BEL,2013,80.7,1.7,11.17844
163,BEL,2014,81.4,1.7,11.22728
164,CAN,1961,71.3,3.8,18.635
165,CAN,1966,72.0,2.8,20.421
166,CAN,1971,72.9,2.2,21.962
167,CAN,1976,73.9,1.8,23.45
168,CAN,1979,75.1,1.7,24.201999999999998
169,CAN,1980,75.3,1.7,24.516
170,CAN,1981,75.5,1.7,24.82
171,CAN,1982,75.6,1.6,25.116999999999997
172,CAN,1983,75.9,1.6,25.366
173,CAN,1984,76.2,1.6,25.607
174,CAN,1985,76.3,1.6,25.842
175,CAN,1986,76.5,1.6,26.1
176,CAN,1987,76.6,1.6,26.447
177,CAN,1988,76.8,1.6,26.791999999999998
178,CAN,1989,77.0,1.7,27.276999999999997
179,CAN,1990,77.2,1.7,27.69114
180,CAN,1991,77.5,1.7,28.03742
181,CAN,1992,77.7,1.7,28.371259999999996
182,CAN,1993,77.8,1.7,28.684759999999997
183,CAN,1994,77.9,1.6,29.000659999999996
184,CAN,1995,77.9,1.6,29.30231
185,CAN,1996,78.1,1.6,29.61022
186,CAN,1997,78.3,1.6,29.90595
187,CAN,1998,78.5,1.5,30.155170000000002
188,CAN,1999,78.7,1.5,30.401290000000003
189,CAN,2000,79.0,1.5,30.68573
190,CAN,2001,79.2,1.5,31.01902
191,CAN,2002,79.4,1.5,31.353659999999998
192,CAN,2003,79.6,1.5,31.639670000000002
193,CAN,2004,79.8,1.5,31.94068
194,CAN,2005,80.0,1.5,32.24521
195,CAN,2006,80.3,1.6,32.57607
196,CAN,2007,80.4,1.7,32.92752
197,CAN,2008,80.6,1.7,33.31766
198,CAN,2009,80.8,1.7,33.72691
199,CAN,2010,81.1,1.6,34.12655
200,CAN,2011,81.3,1.6,34.483979999999995
201,CAN,2012,81.5,1.6,34.88049
202,CAN,2013,81.7,1.6,35.154
203,CAN,2014,81.8,1.6,35.54
204,CZE,1960,70.7,2.1,9.659818
205,CZE,1961,70.7,2.1,9.588016
206,CZE,1962,69.9,2.1,9.621808
207,CZE,1963,70.5,2.3,9.668741
208,CZE,1964,70.7,2.4,9.730019
209,CZE,1965,70.4,2.2,9.785102
210,CZE,1966,70.6,2.0,9.826188
211,CZE,1967,70.5,1.9,9.854241
212,CZE,1968,70.1,1.8,9.877632
213,CZE,1969,69.6,1.9,9.896695
214,CZE,1970,69.6,1.9,9.805157000000001
215,CZE,1971,69.8,2.0,9.830602
216,CZE,1972,70.3,2.1,9.868379
217,CZE,1973,70.2,2.3,9.919519000000001
218,CZE,1974,70.2,2.4,9.994761
219,CZE,1975,70.6,2.4,10.06237
220,CZE,1976,70.7,2.4,10.128219999999999
221,CZE,1977,70.8,2.3,10.18931
222,CZE,1978,70.9,2.3,10.24569
223,CZE,1979,70.9,2.3,10.296489999999999
224,CZE,1980,70.5,2.1,10.326789999999999
225,CZE,1981,70.8,2.0,10.30321
226,CZE,1982,70.9,2.0,10.31432
227,CZE,1983,70.8,2.0,10.32282
228,CZE,1984,71.0,2.0,10.33048
229,CZE,1985,71.2,2.0,10.336739999999999
230,CZE,1986,71.1,1.9,10.34074
231,CZE,1987,71.6,1.9,10.34883
232,CZE,1988,71.8,1.9,10.35636
233,CZE,1989,71.9,1.9,10.362260000000001
234,CZE,1990,71.6,1.9,10.362739999999999
235,CZE,1991,72.0,1.9,10.30868
236,CZE,1992,72.5,1.7,10.31781
237,CZE,1993,72.9,1.7,10.33061
238,CZE,1994,73.2,1.4,10.336160000000001
239,CZE,1995,73.3,1.3,10.33076
240,CZE,1996,74.0,1.2,10.31535
241,CZE,1997,74.1,1.2,10.30364
242,CZE,1998,74.7,1.2,10.294939999999999
243,CZE,1999,74.9,1.1,10.28278
244,CZE,2000,75.1,1.1,10.2725
245,CZE,2001,75.3,1.1,10.22419
246,CZE,2002,75.4,1.2,10.20077
247,CZE,2003,75.3,1.2,10.20165
248,CZE,2004,75.8,1.2,10.20692
249,CZE,2005,76.1,1.3,10.23409
250,CZE,2006,76.7,1.3,10.26665
251,CZE,2007,77.0,1.4,10.32269
252,CZE,2008,77.3,1.5,10.429689999999999
253,CZE,2009,77.4,1.5,10.491489999999999
254,CZE,2010,77.7,1.5,10.51725
255,CZE,2011,78.0,1.4,10.49667
256,CZE,2012,78.2,1.5,10.50929
257,CZE,2013,78.3,1.5,10.51072
258,CZE,2014,78.9,1.5,10.52478
259,DNK,1960,72.4,2.5,4.579603
260,DNK,1967,72.6,2.4,4.835354
261,DNK,1968,73.0,2.1,4.864882
262,DNK,1969,73.2,2.0,4.891858999999999
263,DNK,1970,73.3,2.0,4.928757
264,DNK,1971,73.3,2.0,4.963125
265,DNK,1972,73.4,2.0,4.9915959999999995
266,DNK,1973,73.6,1.9,5.021861
267,DNK,1974,74.0,1.9,5.045297
268,DNK,1975,74.2,1.9,5.059861
269,DNK,1976,73.9,1.7,5.072596
270,DNK,1977,74.9,1.7,5.088419
271,DNK,1978,74.6,1.7,5.104248
272,DNK,1979,74.4,1.6,5.116801000000001
273,DNK,1980,74.3,1.5,5.1230269999999996
274,DNK,1981,74.4,1.4,5.1215720000000005
275,DNK,1982,74.7,1.4,5.1178099999999995
276,DNK,1983,74.6,1.4,5.1142970000000005
277,DNK,1984,74.8,1.4,5.111619
278,DNK,1985,74.6,1.4,5.11369
279,DNK,1986,74.8,1.5,5.120533999999999
280,DNK,1987,74.9,1.5,5.127024
281,DNK,1988,75.0,1.6,5.129516000000001
282,DNK,1989,75.0,1.6,5.132593
283,DNK,1990,74.9,1.7,5.140939
284,DNK,1991,75.3,1.7,5.154297
285,DNK,1992,75.3,1.8,5.17137
286,DNK,1993,75.2,1.8,5.188628
287,DNK,1994,75.5,1.8,5.206180000000001
288,DNK,1995,75.3,1.8,5.233373
289,DNK,1996,75.7,1.8,5.263074
290,DNK,1997,76.1,1.8,5.284991000000001
291,DNK,1998,76.5,1.7,5.304218
292,DNK,1999,76.6,1.7,5.321798
293,DNK,2000,76.9,1.8,5.339616
294,DNK,2001,77.0,1.7,5.358783
295,DNK,2002,77.1,1.7,5.375931
296,DNK,2003,77.4,1.8,5.390574
297,DNK,2004,77.8,1.8,5.404522
298,DNK,2005,78.3,1.8,5.419432
299,DNK,2006,78.4,1.8,5.437271
300,DNK,2007,78.4,1.8,5.461437999999999
301,DNK,2008,78.8,1.9,5.493621
302,DNK,2009,79.0,1.8,5.523095
303,DNK,2010,79.3,1.9,5.547683
304,DNK,2011,79.9,1.8,5.570572
305,DNK,2012,80.1,1.7,5.591572
306,DNK,2013,80.4,1.7,5.614932
307,FIN,1960,69.0,2.7,4.43
308,FIN,1963,69.0,2.7,4.523
309,FIN,1968,69.8,2.1,4.626
310,FIN,1970,70.8,1.8,4.606
311,FIN,1971,70.1,1.7,4.612
312,FIN,1972,70.7,1.6,4.64
313,FIN,1973,71.2,1.5,4.666
314,FIN,1974,71.2,1.6,4.691
315,FIN,1975,71.7,1.7,4.712
316,FIN,1976,72.0,1.7,4.726
317,FIN,1977,72.4,1.7,4.739
318,FIN,1978,73.0,1.7,4.753
319,FIN,1979,73.2,1.6,4.765
320,FIN,1980,73.6,1.6,4.779
321,FIN,1981,73.9,1.6,4.8
322,FIN,1982,74.6,1.7,4.827
323,FIN,1983,74.4,1.7,4.856
324,FIN,1984,74.8,1.7,4.882
325,FIN,1985,74.5,1.6,4.902
326,FIN,1986,74.8,1.6,4.918
327,FIN,1987,74.8,1.6,4.9319999999999995
328,FIN,1988,74.8,1.7,4.947
329,FIN,1989,75.0,1.7,4.9639999999999995
330,FIN,1990,75.0,1.8,4.986000000000001
331,FIN,1991,75.5,1.8,5.013999999999999
332,FIN,1992,75.7,1.9,5.042
333,FIN,1993,75.8,1.8,5.066
334,FIN,1994,76.6,1.9,5.088
335,FIN,1995,76.6,1.8,5.1080000000000005
336,FIN,1996,76.9,1.8,5.125
337,FIN,1997,77.1,1.8,5.14
338,FIN,1998,77.3,1.7,5.153
339,FIN,1999,77.5,1.7,5.165
340,FIN,2000,77.7,1.7,5.176
341,FIN,2001,78.2,1.7,5.188
342,FIN,2002,78.3,1.7,5.2010000000000005
343,FIN,2003,78.5,1.8,5.212999999999999
344,FIN,2004,79.0,1.8,5.228
345,FIN,2005,79.1,1.8,5.246
346,FIN,2006,79.5,1.8,5.267
347,FIN,2007,79.6,1.8,5.289
348,FIN,2008,79.9,1.9,5.313
349,FIN,2009,80.1,1.9,5.3389999999999995
350,FIN,2010,80.2,1.9,5.3629999999999995
351,FIN,2011,80.6,1.8,5.388
352,FIN,2012,80.7,1.8,5.414
353,FIN,2013,81.1,1.8,5.439
354,FIN,2014,81.3,1.7,5.472
355,FRA,1960,70.3,2.7,45.68423
356,FRA,1961,71.0,2.8,46.16283
357,FRA,1962,70.5,2.8,46.9977
358,FRA,1963,70.5,2.9,47.81622
359,FRA,1964,71.4,2.9,48.31041
360,FRA,1965,71.3,2.8,48.7578
361,FRA,1966,71.5,2.8,49.16366
362,FRA,1967,71.5,2.7,49.5483
363,FRA,1968,71.5,2.6,49.9154
364,FRA,1969,71.3,2.5,50.31798
365,FRA,1970,72.2,2.5,50.77223
366,FRA,1971,72.1,2.5,51.251090000000005
367,FRA,1972,72.4,2.4,51.70091
368,FRA,1973,72.5,2.3,52.1183
369,FRA,1974,72.8,2.1,52.460359999999994
370,FRA,1975,73.0,1.9,52.699169999999995
371,FRA,1976,73.2,1.8,52.908669999999994
372,FRA,1977,73.8,1.9,53.14529
373,FRA,1978,73.9,1.8,53.37631999999999
374,FRA,1979,74.2,1.9,53.606230000000004
375,FRA,1980,74.3,1.9,53.88001
376,FRA,1981,74.5,1.9,54.181819999999995
377,FRA,1982,74.8,1.9,54.492490000000004
378,FRA,1983,74.8,1.8,54.77242
379,FRA,1984,75.3,1.8,55.02608000000001
380,FRA,1985,75.4,1.8,55.28426999999999
381,FRA,1986,75.7,1.8,55.54651
382,FRA,1987,76.3,1.8,55.82396
383,FRA,1988,76.6,1.8,56.11798
384,FRA,1989,76.7,1.8,56.42341
385,FRA,1990,77.0,1.8,56.708830000000006
386,FRA,1991,77.2,1.8,56.9756
387,FRA,1992,77.5,1.7,57.23985
388,FRA,1993,77.6,1.7,57.46709
389,FRA,1994,78.0,1.7,57.65877
390,FRA,1995,78.1,1.7,57.84425
391,FRA,1996,78.3,1.7,58.02599
392,FRA,1997,78.6,1.7,58.20749
393,FRA,1998,78.8,1.8,58.39779
394,FRA,1999,78.9,1.8,58.677409999999995
395,FRA,2000,79.2,1.9,59.06239
396,FRA,2001,79.3,1.9,59.47623000000001
397,FRA,2002,79.4,1.9,59.89386999999999
398,FRA,2003,79.3,1.9,60.303630000000005
399,FRA,2004,80.3,1.9,60.73434
400,FRA,2005,80.4,1.9,61.1815
401,FRA,2006,81.0,2.0,61.597480000000004
402,FRA,2007,81.2,2.0,61.96505
403,FRA,2008,81.4,2.0,62.300290000000004
404,FRA,2009,81.5,2.0,62.615469999999995
405,FRA,2010,81.8,2.0,62.917790000000004
406,FRA,2011,82.3,2.0,63.22316
407,FRA,2012,82.1,2.0,63.513999999999996
408,FRA,2013,82.3,2.0,63.78614
409,FRA,2014,82.8,2.0,64.06225
410,DEU,1960,69.1,2.4,55.585
411,DEU,1961,69.7,2.4,56.175
412,DEU,1962,69.9,2.4,56.836999999999996
413,DEU,1963,70.0,2.5,57.388999999999996
414,DEU,1964,70.6,2.5,57.971000000000004
415,DEU,1965,70.5,2.5,58.619
416,DEU,1966,70.6,2.5,59.148
417,DEU,1967,70.9,2.5,59.286
418,DEU,1968,70.5,2.4,59.5
419,DEU,1969,70.3,2.2,60.067
420,DEU,1970,70.6,2.0,60.651
421,DEU,1971,70.8,2.0,61.302
422,DEU,1972,71.0,1.7,61.672
423,DEU,1973,71.3,1.6,61.976000000000006
424,DEU,1974,71.5,1.5,62.053999999999995
425,DEU,1975,71.4,1.5,61.82899999999999
426,DEU,1976,71.8,1.5,61.531000000000006
427,DEU,1977,72.5,1.5,61.4
428,DEU,1978,72.4,1.5,61.327
429,DEU,1979,72.8,1.5,61.358999999999995
430,DEU,1980,72.9,1.6,61.566
431,DEU,1981,73.2,1.5,61.681999999999995
432,DEU,1982,73.5,1.5,61.638000000000005
433,DEU,1983,73.8,1.4,61.423
434,DEU,1984,74.3,1.4,61.175
435,DEU,1985,74.4,1.4,61.023999999999994
436,DEU,1986,74.6,1.4,61.066
437,DEU,1987,75.0,1.4,61.077
438,DEU,1988,75.2,1.5,61.45
439,DEU,1989,75.4,1.4,62.063
440,DEU,1990,75.3,1.5,63.254
441,DEU,1991,75.5,1.3,79.984
442,DEU,1992,76.0,1.3,80.595
443,DEU,1993,76.1,1.3,81.179
444,DEU,1994,76.4,1.2,81.422
445,DEU,1995,76.6,1.2,81.661
446,DEU,1996,76.9,1.3,81.895
447,DEU,1997,77.3,1.4,82.052
448,DEU,1998,77.7,1.4,82.029
449,DEU,1999,77.9,1.4,82.024
450,DEU,2000,78.2,1.4,82.16
451,DEU,2001,78.5,1.3,82.277
452,DEU,2002,78.5,1.3,82.456
453,DEU,2003,78.6,1.3,82.50200000000001
454,DEU,2004,79.2,1.4,82.491
455,DEU,2005,79.4,1.3,82.465
456,DEU,2006,79.8,1.3,82.369
457,DEU,2007,80.1,1.4,82.257
458,DEU,2008,80.2,1.4,82.135
459,DEU,2009,80.3,1.4,81.904
460,DEU,2010,80.5,1.4,81.715
461,DEU,2011,80.5,1.4,80.249
462,DEU,2012,80.6,1.4,80.413
463,DEU,2013,80.6,1.4,80.611
464,DEU,2014,81.2,1.5,80.896
465,GRC,1961,72.0,2.1,8.39805
466,GRC,1962,71.7,2.2,8.448233
467,GRC,1963,72.0,2.1,8.479625
468,GRC,1964,71.9,2.2,8.510429
469,GRC,1965,72.4,2.3,8.550333
470,GRC,1966,72.6,2.3,8.613650999999999
471,GRC,1967,72.3,2.5,8.684088000000001
472,GRC,1968,72.4,2.4,8.740765
473,GRC,1969,73.0,2.4,8.772764
474,GRC,1970,73.8,2.4,8.792806
475,GRC,1971,74.2,2.3,8.831036
476,GRC,1972,73.8,2.3,8.888628
477,GRC,1973,74.1,2.3,8.929086
478,GRC,1974,74.6,2.4,8.962021
479,GRC,1975,74.5,2.3,9.04654
480,GRC,1976,74.5,2.4,9.18815
481,GRC,1977,74.7,2.3,9.308479
482,GRC,1978,75.2,2.3,9.429959
483,GRC,1979,75.5,2.3,9.548258
484,GRC,1980,75.3,2.2,9.642505
485,GRC,1981,75.7,2.1,9.72935
486,GRC,1982,75.9,2.0,9.789513000000001
487,GRC,1983,75.7,1.9,9.846627
488,GRC,1984,76.2,1.8,9.895800999999999
489,GRC,1985,76.0,1.7,9.9343
490,GRC,1986,76.5,1.6,9.967213000000001
491,GRC,1987,76.3,1.5,10.000589999999999
492,GRC,1988,76.8,1.5,10.03698
493,GRC,1989,77.0,1.4,10.0895
494,GRC,1990,77.1,1.4,10.1569
495,GRC,1991,77.3,1.4,10.25629
496,GRC,1992,77.2,1.4,10.36987
497,GRC,1993,77.6,1.3,10.465530000000001
498,GRC,1994,77.8,1.3,10.55304
499,GRC,1995,77.8,1.3,10.63438
500,GRC,1996,78.0,1.3,10.70917
501,GRC,1997,78.4,1.3,10.7765
502,GRC,1998,78.4,1.2,10.83488
503,GRC,1999,78.5,1.2,10.88258
504,GRC,2000,78.6,1.3,10.91748
505,GRC,2001,79.1,1.3,10.95
506,GRC,2002,79.2,1.3,10.982999999999999
507,GRC,2003,79.3,1.3,11.015999999999998
508,GRC,2004,79.4,1.3,11.057
509,GRC,2005,79.7,1.3,11.093
510,GRC,2006,79.9,1.4,11.130999999999998
511,GRC,2007,79.7,1.4,11.163
512,GRC,2008,80.3,1.5,11.186
513,GRC,2009,80.4,1.5,11.185
514,GRC,2010,80.7,1.5,11.152999999999999
515,GRC,2011,80.8,1.4,11.124
516,GRC,2012,80.7,1.3,11.09
517,HUN,1960,68.1,2.0,9.984
518,HUN,1961,69.0,1.9,10.027999999999999
519,HUN,1962,67.9,1.8,10.061
520,HUN,1963,69.0,1.8,10.088
521,HUN,1964,69.5,1.8,10.12
522,HUN,1965,69.1,1.8,10.148
523,HUN,1966,69.9,1.9,10.179
524,HUN,1967,69.5,2.0,10.217
525,HUN,1968,69.3,2.1,10.255999999999998
526,HUN,1969,69.4,2.0,10.294
527,HUN,1970,69.2,2.0,10.338
528,HUN,1971,69.1,1.9,10.368
529,HUN,1972,69.8,1.9,10.398
530,HUN,1973,69.6,2.0,10.432
531,HUN,1974,69.3,2.3,10.479000000000001
532,HUN,1975,69.4,2.4,10.540999999999999
533,HUN,1976,69.7,2.3,10.599
534,HUN,1977,70.0,2.2,10.648
535,HUN,1978,69.5,2.1,10.685
536,HUN,1979,69.7,2.0,10.710999999999999
537,HUN,1980,69.2,1.9,10.710999999999999
538,HUN,1981,69.3,1.9,10.712
539,HUN,1982,69.5,1.8,10.706
540,HUN,1983,69.1,1.7,10.689
541,HUN,1984,69.2,1.7,10.668
542,HUN,1985,69.2,1.8,10.649000000000001
543,HUN,1986,69.3,1.8,10.630999999999998
544,HUN,1987,69.8,1.8,10.613
545,HUN,1988,70.2,1.8,10.595999999999998
546,HUN,1989,69.6,1.8,10.578
547,HUN,1990,69.5,1.8,10.374
548,HUN,1991,69.6,1.9,10.373
549,HUN,1992,69.4,1.8,10.369000000000002
550,HUN,1993,69.4,1.7,10.357999999999999
551,HUN,1994,69.8,1.6,10.343
552,HUN,1995,70.1,1.6,10.329
553,HUN,1996,70.7,1.5,10.311
554,HUN,1997,71.1,1.4,10.29
555,HUN,1998,71.1,1.3,10.267000000000001
556,HUN,1999,71.2,1.3,10.238
557,HUN,2000,71.9,1.3,10.211
558,HUN,2001,72.5,1.3,10.187999999999999
559,HUN,2002,72.5,1.3,10.158999999999999
560,HUN,2003,72.6,1.3,10.13
561,HUN,2004,73.0,1.3,10.107000000000001
562,HUN,2005,73.0,1.3,10.087
563,HUN,2006,73.5,1.4,10.071
564,HUN,2007,73.6,1.3,10.056000000000001
565,HUN,2008,74.2,1.4,10.038
566,HUN,2009,74.4,1.3,10.023
